ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1015.7 ,1019.1 ,1017.3 ,2019-04-01 10:34 ,1014.5 ,2019-04-01 01:32 ,18.7 ,20.6 ,2019-04-01 14:02 ,17.4 ,2019-04-01 23:54 ,14.9 ,79 ,74 ,2019-04-01 07:48 ,1.8 ,10 ,6.7 ,350 ,2019-04-01 05:34 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.0 ,0.0 ,4.65 ,8.5 ,1.3 ,2 ,2019-04-01 13:00 ,9.4 
02,1014.2 ,1017.6 ,1016.6 ,2019-04-02 09:45 ,1011.8 ,2019-04-02 15:07 ,21.9 ,28.6 ,2019-04-02 13:48 ,17.1 ,2019-04-02 00:24 ,17.4 ,77 ,56 ,2019-04-02 13:03 ,1.3 ,360 ,6.3 ,10 ,2019-04-02 17:27 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.2 ,50.2 ,17.30 ,6.7 ,3.9 ,8 ,2019-04-02 13:00 ,6.1 
03,1013.5 ,1016.9 ,1015.9 ,2019-04-03 08:33 ,1011.0 ,2019-04-03 15:30 ,22.3 ,28.0 ,2019-04-03 11:45 ,19.4 ,2019-04-03 23:53 ,18.0 ,77 ,59 ,2019-04-03 15:02 ,3.1 ,10 ,10.2 ,350 ,2019-04-03 15:52 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.6 ,61.5 ,18.19 ,8.7 ,4.2 ,9 ,2019-04-03 13:00 ,3.8 
04,1012.2 ,1015.6 ,1013.9 ,2019-04-04 09:01 ,1009.7 ,2019-04-04 15:39 ,22.4 ,28.0 ,2019-04-04 14:08 ,18.3 ,2019-04-04 04:00 ,18.6 ,80 ,65 ,2019-04-04 14:23 ,1.4 ,10 ,6.7 ,30 ,2019-04-04 19:00 ,T ,0.5 ,T ,2019-04-04 22:00 ,T ,2019-04-04 22:01 ,5.6 ,45.2 ,17.26 ,5.2 ,-3.7 ,7 ,2019-04-04 12:00 ,6.5 
05,1009.7 ,1013.1 ,1012.1 ,2019-04-05 00:01 ,1007.5 ,2019-04-05 15:53 ,22.5 ,27.6 ,2019-04-05 15:28 ,19.6 ,2019-04-05 23:45 ,18.9 ,81 ,62 ,2019-04-05 16:20 ,1.4 ,350 ,6.0 ,60 ,2019-04-05 15:02 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.0 ,24.2 ,9.99 ,4.5 ,2.0 ,5 ,2019-04-05 14:00 ,6.6 
06,1009.6 ,1013.0 ,1011.2 ,2019-04-06 10:01 ,1007.6 ,2019-04-06 16:16 ,23.7 ,30.0 ,2019-04-06 12:53 ,18.1 ,2019-04-06 05:16 ,19.0 ,76 ,57 ,2019-04-06 11:23 ,1.3 ,290 ,7.8 ,290 ,2019-04-06 13:15 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.8 ,62.7 ,18.11 ,9.0 ,4.1 ,7 ,2019-04-06 11:00 ,4.1 
07,1009.2 ,1012.5 ,1010.6 ,2019-04-07 07:41 ,1007.6 ,2019-04-07 15:45 ,25.2 ,31.1 ,2019-04-07 13:30 ,19.1 ,2019-04-07 05:18 ,19.8 ,73 ,54 ,2019-04-07 12:36 ,1.7 ,290 ,7.6 ,250 ,2019-04-07 10:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.8 ,78.7 ,19.85 ,9.0 ,4.5 ,8 ,2019-04-07 12:00 ,3.3 
08,1009.2 ,1012.5 ,1010.6 ,2019-04-08 10:00 ,1007.6 ,2019-04-08 16:00 ,26.0 ,31.3 ,2019-04-08 11:59 ,20.2 ,2019-04-08 05:18 ,20.0 ,71 ,51 ,2019-04-08 11:25 ,1.7 ,250 ,7.2 ,290 ,2019-04-08 14:14 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.4 ,75.3 ,18.26 ,11.0 ,4.5 ,7 ,2019-04-08 12:00 ,4.9 
09,1007.9 ,1011.2 ,1010.1 ,2019-04-09 00:01 ,1005.5 ,2019-04-09 14:27 ,27.4 ,34.1 ,2019-04-09 12:54 ,20.8 ,2019-04-09 05:54 ,21.1 ,70 ,47 ,2019-04-09 12:09 ,3.0 ,240 ,12.1 ,240 ,2019-04-09 14:44 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,89.6 ,21.16 ,19.3 ,5.9 ,9 ,2019-04-09 12:00 ,1.1 
10,1008.0 ,1011.2 ,1009.3 ,2019-04-10 09:59 ,1005.6 ,2019-04-10 16:14 ,27.1 ,31.5 ,2019-04-10 11:46 ,23.6 ,2019-04-10 06:01 ,21.6 ,73 ,57 ,2019-04-10 14:13 ,2.1 ,250 ,7.6 ,270 ,2019-04-10 11:21 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.5 ,91.8 ,21.60 ,17.0 ,5.2 ,9 ,2019-04-10 13:00 ,3.1 
11,1007.7 ,1011.0 ,1010.7 ,2019-04-11 21:20 ,1005.7 ,2019-04-11 13:48 ,25.7 ,32.7 ,2019-04-11 12:22 ,20.9 ,2019-04-11 22:26 ,20.1 ,73 ,48 ,2019-04-11 10:53 ,2.8 ,230 ,10.9 ,260 ,2019-04-11 13:01 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.7 ,69.3 ,20.50 ,11.2 ,5.6 ,10 ,2019-04-11 12:00 ,4.7 
12,1010.7 ,1014.0 ,1013.9 ,2019-04-12 23:09 ,1008.8 ,2019-04-12 02:19 ,23.1 ,28.9 ,2019-04-12 13:08 ,19.5 ,2019-04-12 05:57 ,17.6 ,72 ,57 ,2019-04-12 13:25 ,1.9 ,330 ,8.8 ,330 ,2019-04-12 15:42 ,2.5 ,1.2 ,1.5 ,2019-04-12 23:14 ,2.5 ,2019-04-12 22:56 ,5.8 ,46.1 ,17.79 ,10.3 ,-4.5 ,9 ,2019-04-12 12:00 ,7.1 
13,1011.1 ,1014.4 ,1013.0 ,2019-04-13 00:01 ,1008.9 ,2019-04-13 01:58 ,23.9 ,30.7 ,2019-04-13 12:42 ,19.8 ,2019-04-13 03:45 ,19.4 ,77 ,54 ,2019-04-13 13:16 ,2.0 ,20 ,9.7 ,20 ,2019-04-13 15:29 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.9 ,38.9 ,16.48 ,6.7 ,3.6 ,7 ,2019-04-13 13:00 ,6.8 
14,1010.1 ,1013.4 ,1011.7 ,2019-04-14 01:28 ,1008.4 ,2019-04-14 15:59 ,25.4 ,31.6 ,2019-04-14 12:22 ,21.7 ,2019-04-14 06:03 ,20.2 ,74 ,54 ,2019-04-14 14:18 ,2.0 ,10 ,8.2 ,360 ,2019-04-14 18:47 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.1 ,56.3 ,18.91 ,13.8 ,5.7 ,10 ,2019-04-14 12:00 ,5.3 
15,1010.1 ,1013.5 ,1011.9 ,2019-04-15 22:07 ,1008.4 ,2019-04-15 16:06 ,23.2 ,28.0 ,2019-04-15 14:35 ,20.5 ,2019-04-15 21:06 ,18.0 ,73 ,57 ,2019-04-15 12:35 ,1.5 ,10 ,5.6 ,300 ,2019-04-15 11:45 ,2.0 ,1.7 ,1.0 ,2019-04-15 20:30 ,2.0 ,2019-04-15 20:05 ,2.0 ,15.8 ,13.44 ,11.0 ,-2.2 ,7 ,2019-04-15 12:00 ,8.1 
16,1009.1 ,1012.5 ,1011.2 ,2019-04-16 10:31 ,1007.3 ,2019-04-16 17:31 ,21.4 ,23.0 ,2019-04-16 12:10 ,20.1 ,2019-04-16 02:50 ,19.1 ,87 ,81 ,2019-04-16 13:14 ,1.4 ,10 ,6.3 ,50 ,2019-04-16 05:02 ,9.0 ,10.8 ,1.0 ,2019-04-16 07:54 ,3.5 ,2019-04-16 07:34 ,0.0 ,0.0 ,4.24 ,2.6 ,-0.8 ,2 ,2019-04-16 12:00 ,10.0 
17,1008.0 ,1011.4 ,1009.8 ,2019-04-17 09:24 ,1006.0 ,2019-04-17 15:41 ,24.3 ,30.6 ,2019-04-17 12:58 ,20.5 ,2019-04-17 00:23 ,19.5 ,76 ,57 ,2019-04-17 14:34 ,1.8 ,300 ,5.8 ,290 ,2019-04-17 14:15 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.8 ,77.3 ,22.66 ,9.2 ,-5.3 ,11 ,2019-04-17 13:00 ,3.8 
18,1007.9 ,1011.2 ,1009.8 ,2019-04-18 09:27 ,1006.3 ,2019-04-18 14:59 ,25.7 ,31.9 ,2019-04-18 13:57 ,21.4 ,2019-04-18 01:01 ,20.2 ,73 ,53 ,2019-04-18 13:21 ,0.9 ,320 ,6.2 ,280 ,2019-04-18 16:18 ,T ,0.2 ,T ,2019-04-18 04:55 ,T ,2019-04-18 04:52 ,7.1 ,55.9 ,20.36 ,10.3 ,-5.8 ,10 ,2019-04-18 13:00 ,5.9 
19,1006.5 ,1009.8 ,1008.7 ,2019-04-19 21:56 ,1004.4 ,2019-04-19 04:19 ,24.5 ,31.6 ,2019-04-19 11:27 ,21.6 ,2019-04-19 16:09 ,20.6 ,80 ,58 ,2019-04-19 12:26 ,2.5 ,250 ,23.5 ,240 ,2019-04-19 14:37 ,54.5 ,7.1 ,10.0 ,2019-04-19 04:36 ,26.0 ,2019-04-19 03:54 ,2.5 ,19.6 ,11.88 ,17.0 ,-3.6 ,9 ,2019-04-19 11:00 ,9.0 
20,1005.5 ,1008.8 ,1007.2 ,2019-04-20 08:56 ,1003.3 ,2019-04-20 16:13 ,26.0 ,31.4 ,2019-04-20 13:21 ,22.1 ,2019-04-20 01:16 ,21.8 ,78 ,58 ,2019-04-20 12:47 ,0.7 ,280 ,4.2 ,80 ,2019-04-20 07:35 ,0.5 ,0.3 ,0.5 ,2019-04-20 02:47 ,0.5 ,2019-04-20 02:45 ,1.6 ,12.6 ,10.83 ,18.3 ,-1.7 ,7 ,2019-04-20 11:00 ,9.0 
