ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
11,1016.4 ,1020.0 ,1018.0 ,2015-11-11 11:42 ,1015.0 ,2015-11-11 03:58 ,21.3 ,23.5 ,2015-11-11 10:27 ,19.8 ,2015-11-11 13:35 ,18.1 ,82 ,73 ,2015-11-11 08:31 ,4.0 ,60 ,12.6 ,40 ,2015-11-11 10:48 ,8.6 ,5.3 ,2.8 ,2015-11-11 13:20 ,5.6 ,2015-11-11 13:04 ,0.1 ,0.9 ,4.53 ,11.0 ,-0.3 ,2 ,2015-11-11 11:00 ,8.6 
12,1014.5 ,1018.1 ,1017.0 ,2015-11-12 00:05 ,1012.5 ,2015-11-12 23:58 ,23.5 ,27.5 ,2015-11-12 13:27 ,21.1 ,2015-11-12 02:10 ,20.7 ,84 ,76 ,2015-11-12 13:31 ,3.9 ,50 ,12.6 ,60 ,2015-11-12 13:28 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.4 ,22.0 ,12.79 ,15.3 ,1.1 ,5 ,2015-11-12 13:00 ,8.3 
13,1012.0 ,1015.5 ,1013.3 ,2015-11-13 09:36 ,1010.9 ,2015-11-13 03:51 ,24.4 ,28.6 ,2015-11-13 10:27 ,21.8 ,2015-11-13 05:51 ,21.3 ,83 ,74 ,2015-11-13 09:48 ,1.2 ,50 ,7.2 ,60 ,2015-11-13 22:46 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.1 ,28.5 ,8.85 ,10.6 ,2.9 ,3 ,2015-11-13 11:00 ,7.8 
14,1011.9 ,1015.4 ,1014.0 ,2015-11-14 23:54 ,1009.8 ,2015-11-14 04:01 ,23.6 ,26.6 ,2015-11-14 09:24 ,22.5 ,2015-11-14 23:53 ,20.6 ,83 ,76 ,2015-11-14 22:35 ,3.1 ,60 ,9.7 ,50 ,2015-11-14 21:46 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,1.4 ,12.9 ,7.96 ,10.6 ,0.4 ,3 ,2015-11-14 13:00 ,8.5 
15,1013.5 ,1017.0 ,1015.2 ,2015-11-15 09:11 ,1012.0 ,2015-11-15 14:29 ,24.3 ,27.2 ,2015-11-15 14:12 ,22.2 ,2015-11-15 01:56 ,20.7 ,80 ,73 ,2015-11-15 12:41 ,4.3 ,60 ,12.4 ,50 ,2015-11-15 09:46 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.4 ,86.7 ,17.40 ,17.1 ,2.7 ,6 ,2015-11-15 12:00 ,4.9 
16,1010.7 ,1014.2 ,1012.3 ,2015-11-16 00:01 ,1008.9 ,2015-11-16 15:06 ,26.7 ,32.0 ,2015-11-16 12:46 ,24.1 ,2015-11-16 00:12 ,22.2 ,77 ,57 ,2015-11-16 12:26 ,1.7 ,60 ,8.6 ,50 ,2015-11-16 02:18 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.9 ,82.2 ,15.12 ,21.8 ,2.5 ,5 ,2015-11-16 12:00 ,1.9 
17,1011.2 ,1014.7 ,1013.3 ,2015-11-17 08:42 ,1009.4 ,2015-11-17 14:07 ,26.9 ,33.1 ,2015-11-17 13:54 ,22.7 ,2015-11-17 05:54 ,21.8 ,74 ,53 ,2015-11-17 13:57 ,1.0 ,160 ,5.5 ,320 ,2015-11-17 14:52 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.1 ,65.7 ,14.34 ,16.0 ,2.5 ,5 ,2015-11-17 12:00 ,3.0 
18,1012.9 ,1016.4 ,1015.2 ,2015-11-18 22:17 ,1010.9 ,2015-11-18 13:27 ,26.6 ,32.2 ,2015-11-18 11:20 ,23.7 ,2015-11-18 05:47 ,22.5 ,78 ,64 ,2015-11-18 12:21 ,1.6 ,150 ,11.9 ,50 ,2015-11-18 22:31 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.8 ,44.5 ,11.31 ,13.8 ,2.7 ,4 ,2015-11-18 12:00 ,6.0 
19,1015.0 ,1018.5 ,1016.5 ,2015-11-19 09:06 ,1013.5 ,2015-11-19 15:24 ,24.5 ,27.0 ,2015-11-19 14:04 ,23.5 ,2015-11-19 23:15 ,21.0 ,81 ,76 ,2015-11-19 13:54 ,4.3 ,60 ,12.1 ,50 ,2015-11-19 01:28 ,T ,0.3 ,T ,2015-11-19 10:55 ,T ,2015-11-19 10:55 ,2.7 ,25.0 ,8.40 ,13.8 ,-2.7 ,4 ,2015-11-19 13:00 ,4.3 
20,1014.4 ,1017.9 ,1016.0 ,2015-11-20 21:53 ,1011.7 ,2015-11-20 14:25 ,24.3 ,27.4 ,2015-11-20 14:30 ,21.5 ,2015-11-20 23:39 ,21.2 ,83 ,78 ,2015-11-20 12:14 ,4.6 ,50 ,13.2 ,50 ,2015-11-20 12:34 ,2.4 ,3.8 ,1.0 ,2015-11-20 23:10 ,2.0 ,2015-11-20 22:26 ,2.8 ,26.0 ,10.60 ,17.1 ,-1.2 ,4 ,2015-11-20 14:00 ,7.0 
21,1014.4 ,1018.0 ,1016.4 ,2015-11-21 09:25 ,1012.5 ,2015-11-21 13:35 ,23.7 ,25.8 ,2015-11-21 15:03 ,21.3 ,2015-11-21 02:48 ,20.3 ,81 ,66 ,2015-11-21 15:23 ,3.0 ,50 ,9.4 ,50 ,2015-11-21 14:32 ,5.3 ,6.0 ,1.0 ,2015-11-21 01:05 ,2.3 ,2015-11-21 16:53 ,0.0 ,0.0 ,4.48 ,17.0 ,-0.5 ,2 ,2015-11-21 13:00 ,9.1 
22,1013.5 ,1017.0 ,1014.8 ,2015-11-22 09:11 ,1012.0 ,2015-11-22 04:57 ,25.0 ,28.0 ,2015-11-22 10:54 ,23.7 ,2015-11-22 23:50 ,21.0 ,78 ,72 ,2015-11-22 10:36 ,3.8 ,50 ,15.7 ,50 ,2015-11-22 12:57 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.5 ,60.5 ,14.53 ,20.0 ,-0.3 ,5 ,2015-11-22 12:00 ,4.8 
23,1013.6 ,1017.1 ,1015.2 ,2015-11-23 08:31 ,1011.4 ,2015-11-23 13:42 ,24.3 ,27.5 ,2015-11-23 11:35 ,22.6 ,2015-11-23 23:31 ,21.1 ,82 ,76 ,2015-11-23 10:59 ,3.5 ,60 ,14.1 ,360 ,2015-11-23 20:22 ,0.2 ,1.5 ,0.2 ,2015-11-23 04:30 ,0.2 ,2015-11-23 04:30 ,4.2 ,39.2 ,12.71 ,16.0 ,-5.8 ,5 ,2015-11-23 12:00 ,6.6 
24,1013.7 ,1017.2 ,1015.5 ,2015-11-24 08:53 ,1012.1 ,2015-11-24 14:22 ,22.8 ,24.1 ,2015-11-24 12:39 ,21.9 ,2015-11-24 05:26 ,18.6 ,77 ,73 ,2015-11-24 09:03 ,3.1 ,60 ,11.2 ,50 ,2015-11-24 04:34 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.0 ,0.0 ,3.66 ,16.9 ,1.4 ,1 ,2015-11-24 13:00 ,9.1 
25,1014.0 ,1017.6 ,1017.6 ,2015-11-25 23:23 ,1011.5 ,2015-11-25 14:17 ,21.5 ,24.8 ,2015-11-25 10:40 ,18.0 ,2015-11-25 23:43 ,17.5 ,78 ,70 ,2015-11-25 10:40 ,2.6 ,50 ,11.8 ,60 ,2015-11-25 11:14 ,3.0 ,5.8 ,0.8 ,2015-11-25 19:18 ,2.0 ,2015-11-25 19:18 ,1.0 ,9.3 ,8.01 ,16.9 ,-3.3 ,4 ,2015-11-25 13:00 ,9.3 
26,1020.1 ,1023.7 ,1022.7 ,2015-11-26 21:05 ,1017.3 ,2015-11-26 00:02 ,16.0 ,18.6 ,2015-11-26 10:22 ,13.5 ,2015-11-26 22:32 ,9.2 ,64 ,55 ,2015-11-26 13:29 ,3.0 ,50 ,11.2 ,60 ,2015-11-26 18:16 ,T ,1.8 ,T ,2015-11-26 00:01 ,T ,2015-11-26 00:01 ,3.0 ,28.1 ,8.93 ,19.1 ,2.3 ,3 ,2015-11-26 13:00 ,5.3 
27,1021.5 ,1025.2 ,1024.1 ,2015-11-27 08:42 ,1019.6 ,2015-11-27 13:56 ,16.2 ,19.0 ,2015-11-27 13:32 ,13.6 ,2015-11-27 00:25 ,9.3 ,64 ,57 ,2015-11-27 11:37 ,4.3 ,60 ,15.1 ,60 ,2015-11-27 14:18 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,6.2 ,58.1 ,13.66 ,17.8 ,3.3 ,4 ,2015-11-27 12:00 ,5.0 
28,1019.5 ,1023.1 ,1021.0 ,2015-11-28 08:36 ,1017.9 ,2015-11-28 23:59 ,20.4 ,24.2 ,2015-11-28 13:52 ,17.0 ,2015-11-28 02:52 ,15.7 ,75 ,68 ,2015-11-28 10:30 ,4.0 ,60 ,12.3 ,50 ,2015-11-28 16:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.0 ,84.4 ,15.21 ,18.6 ,2.1 ,5 ,2015-11-28 12:00 ,2.5 
29,1017.2 ,1020.8 ,1018.5 ,2015-11-29 09:36 ,1015.3 ,2015-11-29 14:39 ,22.4 ,28.0 ,2015-11-29 11:52 ,19.3 ,2015-11-29 05:59 ,17.5 ,75 ,56 ,2015-11-29 11:52 ,1.3 ,300 ,8.1 ,320 ,2015-11-29 14:54 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.9 ,55.4 ,12.88 ,16.9 ,-1.5 ,4 ,2015-11-29 12:00 ,7.5 
30,1015.8 ,1019.4 ,1017.6 ,2015-11-30 08:53 ,1014.1 ,2015-11-30 15:23 ,20.9 ,22.6 ,2015-11-30 11:12 ,19.7 ,2015-11-30 07:03 ,18.2 ,84 ,79 ,2015-11-30 13:23 ,2.4 ,60 ,10.3 ,60 ,2015-11-30 14:22 ,0.2 ,3.5 ,0.1 ,2015-11-30 08:50 ,0.2 ,2015-11-30 08:01 ,0.0 ,0.0 ,5.35 ,13.9 ,-1.9 ,3 ,2015-11-30 12:00 ,9.4 
