ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
11,1004.9 ,1008.4 ,1006.0 ,2015-08-11 21:39 ,1003.2 ,2015-08-11 15:05 ,29.2 ,36.2 ,2015-08-11 12:36 ,26.2 ,2015-08-11 05:16 ,24.5 ,76 ,50 ,2015-08-11 12:24 ,1.3 ,150 ,7.5 ,320 ,2015-08-11 12:41 ,16.2 ,1.7 ,13.0 ,2015-08-11 15:36 ,16.2 ,2015-08-11 15:02 ,6.6 ,50.6 ,19.35 ,13.9 ,-5.2 ,8 ,2015-08-11 13:00 ,6.4 
12,1005.4 ,1008.8 ,1007.0 ,2015-08-12 21:25 ,1003.8 ,2015-08-12 15:04 ,29.6 ,35.3 ,2015-08-12 11:19 ,26.2 ,2015-08-12 04:58 ,24.7 ,76 ,53 ,2015-08-12 11:48 ,1.3 ,160 ,7.6 ,340 ,2015-08-12 12:36 ,2.2 ,2.3 ,1.0 ,2015-08-12 15:10 ,2.1 ,2015-08-12 15:00 ,6.8 ,52.2 ,18.72 ,16.1 ,-3.4 ,9 ,2015-08-12 12:00 ,5.9 
13,1005.1 ,1008.6 ,1006.4 ,2015-08-13 00:01 ,1003.3 ,2015-08-13 13:06 ,28.3 ,36.2 ,2015-08-13 11:39 ,25.2 ,2015-08-13 16:17 ,24.6 ,81 ,56 ,2015-08-13 11:34 ,1.0 ,150 ,9.7 ,110 ,2015-08-13 13:52 ,30.5 ,4.2 ,5.0 ,2015-08-13 14:16 ,13.5 ,2015-08-13 13:48 ,5.4 ,41.5 ,15.58 ,13.3 ,-5.1 ,9 ,2015-08-13 12:00 ,7.8 
14,1004.4 ,1007.9 ,1005.8 ,2015-08-14 22:19 ,1003.0 ,2015-08-14 15:54 ,28.5 ,34.1 ,2015-08-14 11:31 ,25.7 ,2015-08-14 03:27 ,23.8 ,76 ,58 ,2015-08-14 12:14 ,1.3 ,140 ,9.0 ,80 ,2015-08-14 13:38 ,12.8 ,1.2 ,9.4 ,2015-08-14 13:23 ,12.0 ,2015-08-14 13:20 ,3.1 ,23.9 ,14.85 ,17.0 ,-0.6 ,7 ,2015-08-14 10:00 ,7.5 
15,1004.3 ,1007.8 ,1005.5 ,2015-08-15 21:25 ,1002.9 ,2015-08-15 15:31 ,30.3 ,35.7 ,2015-08-15 11:53 ,26.7 ,2015-08-15 03:49 ,23.1 ,66 ,50 ,2015-08-15 12:08 ,2.0 ,250 ,13.7 ,270 ,2015-08-15 13:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.1 ,23.9 ,17.37 ,19.4 ,4.3 ,8 ,2015-08-15 12:00 ,7.8 
16,1003.5 ,1006.9 ,1004.9 ,2015-08-16 12:32 ,1002.0 ,2015-08-16 18:21 ,29.0 ,33.6 ,2015-08-16 10:11 ,26.3 ,2015-08-16 12:49 ,22.6 ,69 ,53 ,2015-08-16 20:23 ,2.0 ,250 ,12.4 ,210 ,2015-08-16 14:32 ,4.8 ,1.9 ,1.5 ,2015-08-16 12:39 ,4.0 ,2015-08-16 12:28 ,0.8 ,6.2 ,8.68 ,24.3 ,-2.0 ,5 ,2015-08-16 10:00 ,7.4 
17,1004.1 ,1007.6 ,1006.1 ,2015-08-17 23:10 ,1002.9 ,2015-08-17 01:20 ,29.8 ,34.3 ,2015-08-17 12:51 ,26.5 ,2015-08-17 04:41 ,23.6 ,70 ,59 ,2015-08-17 14:06 ,1.6 ,290 ,9.9 ,300 ,2015-08-17 14:44 ,0.2 ,0.1 ,0.2 ,2015-08-17 16:49 ,0.2 ,2015-08-17 16:49 ,1.0 ,7.7 ,12.75 ,23.6 ,-2.1 ,7 ,2015-08-17 13:00 ,7.8 
18,1005.1 ,1008.5 ,1005.8 ,2015-08-18 00:02 ,1003.8 ,2015-08-18 14:34 ,28.1 ,32.9 ,2015-08-18 12:33 ,25.5 ,2015-08-18 17:33 ,23.8 ,78 ,63 ,2015-08-18 11:10 ,1.4 ,140 ,8.7 ,130 ,2015-08-18 14:32 ,91.5 ,4.2 ,18.0 ,2015-08-18 15:59 ,43.5 ,2015-08-18 15:55 ,1.5 ,11.6 ,9.65 ,13.1 ,/ ,5 ,2015-08-18 11:00 ,8.0 
19,1004.5 ,1007.9 ,1005.4 ,2015-08-19 00:02 ,1002.8 ,2015-08-19 15:04 ,29.6 ,35.6 ,2015-08-19 11:59 ,25.3 ,2015-08-19 04:01 ,24.5 ,74 ,59 ,2015-08-19 11:51 ,2.7 ,70 ,11.7 ,80 ,2015-08-19 14:34 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.4 ,73.0 ,24.79 ,17.8 ,5.4 ,9 ,2015-08-19 12:00 ,2.6 
20,1001.9 ,1005.3 ,1004.6 ,2015-08-20 00:01 ,1000.1 ,2015-08-20 15:24 ,30.9 ,35.4 ,2015-08-20 11:56 ,27.7 ,2015-08-20 05:27 ,23.7 ,66 ,48 ,2015-08-20 13:56 ,3.9 ,80 ,11.5 ,120 ,2015-08-20 10:32 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.2 ,79.4 ,26.23 ,21.9 ,5.0 ,11 ,2015-08-20 13:00 ,1.9 
21,998.1 ,1001.5 ,1000.4 ,2015-08-21 00:01 ,996.3 ,2015-08-21 15:03 ,30.1 ,33.9 ,2015-08-21 11:48 ,28.4 ,2015-08-21 17:12 ,24.2 ,71 ,61 ,2015-08-21 11:36 ,4.1 ,80 ,12.9 ,80 ,2015-08-21 14:29 ,1.9 ,2.9 ,1.0 ,2015-08-21 13:17 ,1.0 ,2015-08-21 13:06 ,8.1 ,63.1 ,22.62 ,21.3 ,-5.4 ,11 ,2015-08-21 12:00 ,4.5 
22,995.1 ,998.5 ,997.2 ,2015-08-22 00:02 ,993.1 ,2015-08-22 23:41 ,29.3 ,32.8 ,2015-08-22 11:02 ,26.9 ,2015-08-22 19:49 ,24.2 ,74 ,63 ,2015-08-22 14:55 ,4.1 ,80 ,15.1 ,70 ,2015-08-22 12:03 ,4.0 ,3.1 ,1.0 ,2015-08-22 03:27 ,1.0 ,2015-08-22 02:37 ,8.1 ,63.2 ,22.22 ,21.8 ,-0.1 ,10 ,2015-08-22 12:00 ,4.9 
23,992.5 ,995.9 ,994.6 ,2015-08-23 23:56 ,990.9 ,2015-08-23 15:31 ,27.6 ,30.4 ,2015-08-23 13:55 ,26.1 ,2015-08-23 00:51 ,24.5 ,83 ,78 ,2015-08-23 14:13 ,2.3 ,70 ,11.2 ,80 ,2015-08-23 04:22 ,23.0 ,13.4 ,5.0 ,2015-08-23 08:30 ,7.0 ,2015-08-23 08:25 ,0.1 ,0.8 ,7.58 ,11.9 ,-1.4 ,6 ,2015-08-23 14:00 ,8.8 
24,997.1 ,1000.5 ,1000.0 ,2015-08-24 22:26 ,994.4 ,2015-08-24 00:01 ,29.9 ,33.8 ,2015-08-24 14:46 ,27.1 ,2015-08-24 00:47 ,24.7 ,74 ,60 ,2015-08-24 16:22 ,2.3 ,290 ,11.9 ,280 ,2015-08-24 14:13 ,2.0 ,2.2 ,1.5 ,2015-08-24 00:42 ,2.0 ,2015-08-24 00:06 ,3.7 ,29.0 ,14.77 ,13.5 ,-2.8 ,8 ,2015-08-24 13:00 ,7.8 
25,1002.8 ,1006.3 ,1005.6 ,2015-08-25 22:07 ,999.4 ,2015-08-25 01:10 ,27.9 ,31.5 ,2015-08-25 14:25 ,24.2 ,2015-08-25 09:16 ,23.1 ,76 ,67 ,2015-08-25 15:56 ,1.9 ,80 ,10.4 ,80 ,2015-08-25 18:41 ,25.4 ,5.4 ,6.5 ,2015-08-25 05:42 ,17.5 ,2015-08-25 05:38 ,1.4 ,11.0 ,10.71 ,13.1 ,-2.9 ,5 ,2015-08-25 12:00 ,8.1 
26,1006.3 ,1009.7 ,1007.9 ,2015-08-26 22:46 ,1004.6 ,2015-08-26 04:42 ,27.9 ,31.3 ,2015-08-26 11:24 ,24.6 ,2015-08-26 23:57 ,22.3 ,72 ,59 ,2015-08-26 10:20 ,1.8 ,80 ,7.3 ,80 ,2015-08-26 15:53 ,8.0 ,7.5 ,1.0 ,2015-08-26 21:52 ,3.5 ,2015-08-26 21:53 ,0.3 ,2.4 ,10.02 ,12.8 ,-2.3 ,5 ,2015-08-26 12:00 ,9.0 
27,1006.6 ,1010.1 ,1007.8 ,2015-08-27 00:04 ,1005.7 ,2015-08-27 13:28 ,25.3 ,29.0 ,2015-08-27 11:50 ,24.2 ,2015-08-27 02:07 ,22.7 ,85 ,78 ,2015-08-27 12:41 ,1.1 ,100 ,5.9 ,70 ,2015-08-27 12:57 ,70.5 ,15.0 ,10.5 ,2015-08-27 13:44 ,36.0 ,2015-08-27 13:32 ,0.0 ,0.0 ,4.98 ,11.2 ,/ ,6 ,2015-08-27 12:00 ,8.9 
28,1005.3 ,1008.8 ,1006.7 ,2015-08-28 00:01 ,1002.9 ,2015-08-28 14:06 ,25.9 ,29.8 ,2015-08-28 11:52 ,24.8 ,2015-08-28 02:41 ,23.0 ,85 ,72 ,2015-08-28 11:52 ,1.1 ,80 ,6.5 ,290 ,2015-08-28 12:13 ,59.0 ,8.2 ,8.0 ,2015-08-28 16:32 ,24.0 ,2015-08-28 14:39 ,0.0 ,0.0 ,4.45 ,11.0 ,-2.6 ,2 ,2015-08-28 12:00 ,9.4 
29,1004.1 ,1007.6 ,1005.2 ,2015-08-29 00:01 ,1002.9 ,2015-08-29 15:23 ,26.3 ,30.1 ,2015-08-29 13:00 ,24.6 ,2015-08-29 03:51 ,23.3 ,84 ,74 ,2015-08-29 13:18 ,1.2 ,90 ,7.0 ,80 ,2015-08-29 15:59 ,10.7 ,15.6 ,1.6 ,2015-08-29 18:04 ,5.6 ,2015-08-29 18:10 ,0.1 ,0.8 ,8.19 ,14.3 ,-1.3 ,6 ,2015-08-29 12:00 ,8.9 
30,1004.9 ,1008.4 ,1006.8 ,2015-08-30 21:07 ,1003.4 ,2015-08-30 04:06 ,26.3 ,28.6 ,2015-08-30 09:55 ,24.9 ,2015-08-30 23:01 ,23.2 ,83 ,71 ,2015-08-30 11:08 ,1.0 ,90 ,7.0 ,330 ,2015-08-30 16:03 ,9.9 ,13.5 ,1.0 ,2015-08-30 19:40 ,4.5 ,2015-08-30 19:40 ,0.0 ,0.0 ,6.43 ,14.0 ,-1.1 ,3 ,2015-08-30 11:00 ,9.1 
31,1006.0 ,1009.5 ,1007.6 ,2015-08-31 20:56 ,1004.3 ,2015-08-31 02:04 ,25.6 ,26.8 ,2015-08-31 08:30 ,24.8 ,2015-08-31 03:36 ,23.2 ,87 ,83 ,2015-08-31 08:59 ,0.6 ,230 ,6.3 ,60 ,2015-08-31 00:10 ,10.0 ,8.4 ,1.3 ,2015-08-31 14:32 ,4.3 ,2015-08-31 14:01 ,0.0 ,0.0 ,3.25 ,13.1 ,0.0 ,2 ,2015-08-31 13:00 ,8.6 
