ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,764.3 ,3129.5 ,766.5 ,2013-01-01 22:55 ,761.7 ,2013-01-01 00:19 ,4.6 ,6.2 ,2013-01-01 11:24 ,2.4 ,2013-01-01 02:43 ,3.6 ,94 ,72 ,2013-01-01 00:01 ,1.0 ,20 ,7.0 ,270 ,2013-01-01 01:00 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.0 ,0.0 ,3.53 ,9.0 ,0.2 ,... ,... ,8.0 
02,766.5 ,3159.2 ,769.4 ,2013-01-02 23:34 ,764.0 ,2013-01-02 03:32 ,7.7 ,10.0 ,2013-01-02 11:47 ,5.1 ,2013-01-02 00:01 ,6.9 ,95 ,85 ,2013-01-02 08:47 ,1.0 ,40 ,8.3 ,290 ,2013-01-02 07:47 ,1.5 ,0.3 ,1.2 ,2013-01-02 21:55 ,1.5 ,2013-01-02 21:50 ,0.1 ,0.9 ,4.14 ,2.4 ,-0.7 ,... ,... ,10.0 
03,767.3 ,3173.1 ,769.6 ,2013-01-03 08:53 ,765.3 ,2013-01-03 15:15 ,8.7 ,10.8 ,2013-01-03 13:58 ,6.7 ,2013-01-03 23:58 ,8.6 ,99 ,94 ,2013-01-03 18:17 ,0.7 ,180 ,6.3 ,130 ,2013-01-03 23:04 ,2.5 ,0.8 ,0.9 ,2013-01-03 06:35 ,1.0 ,2013-01-03 06:35 ,0.7 ,6.6 ,6.52 ,2.2 ,-0.2 ,... ,... ,5.5 
04,764.9 ,3143.3 ,767.6 ,2013-01-04 09:52 ,762.1 ,2013-01-04 15:29 ,7.1 ,10.2 ,2013-01-04 14:28 ,4.9 ,2013-01-04 06:27 ,6.5 ,96 ,85 ,2013-01-04 14:36 ,1.0 ,260 ,5.8 ,130 ,2013-01-04 03:38 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.5 ,23.4 ,9.92 ,9.5 ,1.1 ,... ,... ,7.2 
05,764.0 ,3134.4 ,765.9 ,2013-01-05 08:58 ,762.2 ,2013-01-05 14:10 ,7.5 ,11.0 ,2013-01-05 12:25 ,4.7 ,2013-01-05 21:29 ,5.3 ,87 ,50 ,2013-01-05 23:09 ,1.1 ,130 ,6.7 ,140 ,2013-01-05 23:07 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.2 ,20.6 ,9.65 ,13.9 ,1.2 ,... ,... ,9.6 
06,765.3 ,3152.9 ,767.5 ,2013-01-06 09:10 ,763.3 ,2013-01-06 15:07 ,9.9 ,14.6 ,2013-01-06 13:13 ,5.2 ,2013-01-06 03:52 ,5.0 ,72 ,43 ,2013-01-06 03:18 ,1.1 ,20 ,6.7 ,160 ,2013-01-06 17:43 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.6 ,80.3 ,15.07 ,30.0 ,1.5 ,... ,... ,2.8 
07,765.6 ,3159.2 ,768.1 ,2013-01-07 09:53 ,763.6 ,2013-01-07 15:25 ,10.7 ,15.1 ,2013-01-07 12:42 ,7.7 ,2013-01-07 06:05 ,8.3 ,86 ,69 ,2013-01-07 12:00 ,1.0 ,40 ,7.7 ,340 ,2013-01-07 12:16 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.6 ,52.3 ,14.21 ,18.1 ,-0.8 ,... ,... ,7.2 
08,765.0 ,3154.1 ,767.6 ,2013-01-08 09:34 ,762.6 ,2013-01-08 13:58 ,10.8 ,13.3 ,2013-01-08 12:32 ,9.5 ,2013-01-08 23:59 ,10.4 ,97 ,92 ,2013-01-08 13:21 ,1.1 ,40 ,7.3 ,270 ,2013-01-08 08:08 ,2.1 ,2.1 ,0.5 ,2013-01-08 08:44 ,1.1 ,2013-01-08 13:50 ,0.0 ,0.0 ,4.84 ,0.6 ,-0.5 ,... ,... ,10.0 
09,763.9 ,3137.7 ,766.6 ,2013-01-09 09:04 ,761.5 ,2013-01-09 14:32 ,8.4 ,10.0 ,2013-01-09 11:15 ,7.0 ,2013-01-09 22:07 ,8.4 ,100 ,96 ,2013-01-09 12:21 ,1.3 ,30 ,7.7 ,250 ,2013-01-09 09:50 ,9.0 ,10.5 ,1.5 ,2013-01-09 21:34 ,3.5 ,2013-01-09 21:25 ,0.0 ,0.0 ,3.57 ,0.3 ,-0.9 ,... ,... ,... 
10,764.5 ,3137.2 ,766.9 ,2013-01-10 23:15 ,762.6 ,2013-01-10 00:37 ,6.3 ,8.2 ,2013-01-10 14:18 ,3.9 ,2013-01-10 06:11 ,3.7 ,85 ,53 ,2013-01-10 22:02 ,1.5 ,320 ,7.8 ,290 ,2013-01-10 01:14 ,4.5 ,7.0 ,1.0 ,2013-01-10 03:34 ,1.5 ,2013-01-10 02:44 ,0.0 ,0.0 ,5.97 ,12.7 ,-1.1 ,... ,... ,8.8 
11,765.6 ,3149.6 ,767.9 ,2013-01-11 10:19 ,763.7 ,2013-01-11 04:00 ,6.8 ,9.7 ,2013-01-11 09:21 ,4.2 ,2013-01-11 02:56 ,4.6 ,86 ,60 ,2013-01-11 00:01 ,0.9 ,260 ,6.2 ,150 ,2013-01-11 06:35 ,2.5 ,10.1 ,0.5 ,2013-01-11 15:56 ,1.0 ,2013-01-11 17:54 ,0.6 ,5.6 ,6.32 ,9.9 ,-1.2 ,... ,... ,8.8 
12,764.3 ,3139.5 ,766.8 ,2013-01-12 00:38 ,761.8 ,2013-01-12 18:55 ,8.7 ,14.2 ,2013-01-12 12:27 ,6.0 ,2013-01-12 01:36 ,7.8 ,94 ,80 ,2013-01-12 11:59 ,1.1 ,160 ,7.2 ,130 ,2013-01-12 04:42 ,0.5 ,0.5 ,0.4 ,2013-01-12 06:46 ,0.5 ,2013-01-12 06:30 ,5.1 ,47.4 ,13.44 ,6.2 ,-1.5 ,... ,... ,6.3 
13,760.9 ,3101.3 ,763.3 ,2013-01-13 00:01 ,759.4 ,2013-01-13 14:03 ,6.9 ,11.2 ,2013-01-13 02:10 ,1.2 ,2013-01-13 22:56 ,5.6 ,92 ,36 ,2013-01-13 23:54 ,1.5 ,110 ,11.9 ,80 ,2013-01-13 23:56 ,9.5 ,9.8 ,2.5 ,2013-01-13 04:31 ,4.0 ,2013-01-13 03:44 ,0.7 ,6.5 ,5.59 ,3.4 ,-1.0 ,... ,... ,4.7 
14,762.8 ,3116.2 ,765.1 ,2013-01-14 23:18 ,760.3 ,2013-01-14 00:01 ,5.3 ,11.6 ,2013-01-14 12:04 ,0.2 ,2013-01-14 21:37 ,-8.3 ,38 ,25 ,2013-01-14 03:13 ,2.0 ,40 ,12.6 ,30 ,2013-01-14 04:38 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.7 ,90.0 ,18.14 ,25.8 ,1.2 ,... ,... ,0.0 
15,765.1 ,3137.5 ,767.1 ,2013-01-15 09:37 ,763.2 ,2013-01-15 02:37 ,4.4 ,9.6 ,2013-01-15 12:40 ,0.1 ,2013-01-15 01:20 ,-9.3 ,37 ,24 ,2013-01-15 22:45 ,1.2 ,70 ,6.0 ,90 ,2013-01-15 09:24 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.6 ,89.0 ,18.30 ,30.0 ,2.2 ,... ,... ,0.0 
16,765.8 ,3146.4 ,767.6 ,2013-01-16 09:27 ,763.5 ,2013-01-16 14:03 ,4.8 ,10.4 ,2013-01-16 11:13 ,1.5 ,2013-01-16 05:38 ,-2.1 ,63 ,36 ,2013-01-16 01:37 ,1.1 ,70 ,6.1 ,110 ,2013-01-16 08:44 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.1 ,84.2 ,17.04 ,30.0 ,0.7 ,... ,... ,0.0 
17,766.9 ,3156.4 ,768.9 ,2013-01-17 10:13 ,764.8 ,2013-01-17 15:28 ,4.3 ,9.6 ,2013-01-17 12:52 ,1.8 ,2013-01-17 05:33 ,1.3 ,81 ,55 ,2013-01-17 11:15 ,1.0 ,190 ,5.4 ,350 ,2013-01-17 12:41 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.0 ,46.2 ,12.17 ,22.0 ,0.8 ,... ,... ,2.8 
18,767.0 ,3156.4 ,769.7 ,2013-01-18 09:25 ,765.1 ,2013-01-18 14:40 ,3.7 ,8.8 ,2013-01-18 14:12 ,1.1 ,2013-01-18 23:33 ,-0.2 ,76 ,53 ,2013-01-18 16:26 ,1.1 ,290 ,6.8 ,360 ,2013-01-18 13:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.1 ,65.6 ,14.22 ,20.0 ,1.5 ,... ,... ,2.5 
19,766.6 ,3152.6 ,768.5 ,2013-01-19 09:26 ,764.8 ,2013-01-19 14:52 ,4.3 ,9.2 ,2013-01-19 12:05 ,0.1 ,2013-01-19 06:34 ,-0.6 ,71 ,54 ,2013-01-19 11:12 ,0.8 ,350 ,4.8 ,310 ,2013-01-19 13:02 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.0 ,73.8 ,16.33 ,26.7 ,1.7 ,... ,... ,1.8 
20,767.9 ,3171.9 ,769.9 ,2013-01-20 09:40 ,765.9 ,2013-01-20 03:03 ,6.3 ,10.7 ,2013-01-20 14:15 ,1.9 ,2013-01-20 02:54 ,3.1 ,81 ,66 ,2013-01-20 11:15 ,0.9 ,10 ,6.3 ,160 ,2013-01-20 10:12 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.2 ,66.4 ,16.66 ,30.0 ,1.4 ,... ,... ,4.5 
21,768.1 ,3174.4 ,769.8 ,2013-01-21 09:26 ,766.2 ,2013-01-21 15:10 ,6.4 ,13.1 ,2013-01-21 11:04 ,2.6 ,2013-01-21 06:21 ,5.1 ,92 ,72 ,2013-01-21 10:32 ,0.9 ,240 ,4.5 ,100 ,2013-01-21 06:49 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.6 ,42.3 ,12.95 ,18.3 ,1.5 ,... ,... ,4.5 
