ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,764.2 ,3133.3 ,765.3 ,2010-01-01 08:32 ,762.9 ,2010-01-01 13:41 ,6.6 ,10.9 ,2010-01-01 11:01 ,4.1 ,2010-01-01 00:49 ,4.6 ,88 ,64 ,2010-01-01 10:45 ,1.6 ,350 ,9.9 ,340 ,2010-01-01 08:43 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.4 ,3.7 ,7.77 ,20.1 ,1.1 ,... ,... ,9.5 
02,763.8 ,3131.0 ,765.3 ,2010-01-02 10:01 ,762.5 ,2010-01-02 14:27 ,7.6 ,10.8 ,2010-01-02 09:24 ,4.7 ,2010-01-02 01:09 ,5.5 ,87 ,68 ,2010-01-02 09:34 ,1.0 ,210 ,7.3 ,40 ,2010-01-02 22:32 ,4.0 ,3.2 ,1.0 ,2010-01-02 22:31 ,2.5 ,2010-01-02 21:50 ,1.6 ,15.0 ,6.44 ,18.9 ,-0.8 ,... ,... ,8.0 
03,762.5 ,3114.6 ,764.1 ,2010-01-03 09:02 ,761.3 ,2010-01-03 14:36 ,5.4 ,7.9 ,2010-01-03 00:01 ,2.8 ,2010-01-03 23:59 ,3.8 ,89 ,72 ,2010-01-03 20:50 ,1.6 ,20 ,10.1 ,320 ,2010-01-03 09:13 ,22.0 ,5.6 ,3.5 ,2010-01-03 04:49 ,6.5 ,2010-01-03 04:48 ,0.2 ,1.9 ,5.38 ,16.9 ,-1.0 ,... ,... ,7.4 
04,762.1 ,3105.3 ,763.3 ,2010-01-04 22:07 ,761.0 ,2010-01-04 04:07 ,4.0 ,9.7 ,2010-01-04 12:57 ,-0.5 ,2010-01-04 06:00 ,0.7 ,80 ,39 ,2010-01-04 22:11 ,1.2 ,200 ,5.0 ,280 ,2010-01-04 13:17 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.7 ,72.0 ,17.30 ,30.0 ,0.8 ,... ,... ,1.3 
05,763.3 ,3122.4 ,765.1 ,2010-01-05 10:11 ,762.2 ,2010-01-05 01:55 ,6.4 ,9.9 ,2010-01-05 14:10 ,2.3 ,2010-01-05 00:42 ,2.0 ,74 ,63 ,2010-01-05 14:05 ,1.1 ,240 ,6.2 ,280 ,2010-01-05 11:37 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.3 ,30.9 ,8.33 ,30.0 ,-1.3 ,... ,... ,6.8 
06,764.1 ,3131.2 ,765.2 ,2010-01-06 09:42 ,762.6 ,2010-01-06 03:53 ,5.7 ,7.0 ,2010-01-06 13:24 ,4.0 ,2010-01-06 21:46 ,4.1 ,90 ,70 ,2010-01-06 00:50 ,1.1 ,250 ,6.1 ,160 ,2010-01-06 09:40 ,2.1 ,4.3 ,0.4 ,2010-01-06 13:01 ,0.6 ,2010-01-06 12:20 ,0.0 ,0.0 ,1.42 ,13.9 ,-0.7 ,... ,... ,10.0 
07,764.7 ,3137.1 ,766.4 ,2010-01-07 09:13 ,763.7 ,2010-01-07 15:34 ,5.8 ,7.4 ,2010-01-07 13:45 ,4.3 ,2010-01-07 00:01 ,5.0 ,95 ,83 ,2010-01-07 22:39 ,0.8 ,240 ,5.8 ,200 ,2010-01-07 13:37 ,0.5 ,1.0 ,0.1 ,2010-01-07 04:22 ,0.3 ,2010-01-07 06:01 ,0.1 ,0.9 ,3.32 ,3.5 ,-0.4 ,... ,... ,9.7 
08,763.2 ,3120.0 ,764.9 ,2010-01-08 09:27 ,762.2 ,2010-01-08 03:10 ,4.7 ,6.6 ,2010-01-08 13:26 ,0.7 ,2010-01-08 23:53 ,2.9 ,90 ,38 ,2010-01-08 23:08 ,1.3 ,260 ,6.1 ,280 ,2010-01-08 14:42 ,21.5 ,8.4 ,1.0 ,2010-01-08 04:57 ,4.5 ,2010-01-08 04:42 ,0.0 ,0.0 ,3.55 ,9.5 ,-1.5 ,... ,... ,7.8 
09,764.3 ,3131.9 ,765.7 ,2010-01-09 10:04 ,762.7 ,2010-01-09 03:50 ,6.1 ,12.3 ,2010-01-09 13:13 ,0.2 ,2010-01-09 00:30 ,-6.5 ,43 ,15 ,2010-01-09 06:59 ,1.4 ,180 ,5.8 ,190 ,2010-01-09 06:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.6 ,89.5 ,18.10 ,30.0 ,1.9 ,... ,... ,0.0 
10,764.4 ,3132.9 ,766.1 ,2010-01-10 09:50 ,762.8 ,2010-01-10 15:42 ,5.4 ,10.0 ,2010-01-10 15:40 ,1.3 ,2010-01-10 03:58 ,-2.9 ,58 ,19 ,2010-01-10 02:01 ,0.9 ,170 ,5.5 ,240 ,2010-01-10 14:10 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.6 ,89.4 ,17.85 ,30.0 ,2.1 ,... ,... ,0.0 
11,763.2 ,3122.9 ,764.5 ,2010-01-11 09:50 ,761.9 ,2010-01-11 15:08 ,6.7 ,11.1 ,2010-01-11 11:51 ,3.3 ,2010-01-11 00:09 ,2.4 ,75 ,47 ,2010-01-11 03:40 ,0.9 ,290 ,5.7 ,260 ,2010-01-11 12:21 ,0.4 ,0.5 ,0.2 ,2010-01-11 23:40 ,0.4 ,2010-01-11 23:30 ,6.2 ,57.7 ,16.07 ,27.5 ,-0.7 ,... ,... ,5.0 
12,762.5 ,3110.2 ,763.7 ,2010-01-12 23:45 ,761.1 ,2010-01-12 14:00 ,3.2 ,5.3 ,2010-01-12 01:34 ,-0.4 ,2010-01-12 23:15 ,3.0 ,99 ,94 ,2010-01-12 21:19 ,1.2 ,250 ,11.2 ,290 ,2010-01-12 10:11 ,0.7 ,1.1 ,0.3 ,2010-01-12 09:58 ,0.4 ,2010-01-12 09:56 ,0.0 ,0.0 ,2.18 ,0.3 ,-0.6 ,... ,... ,... 
13,765.4 ,3131.5 ,767.2 ,2010-01-13 22:28 ,763.4 ,2010-01-13 00:25 ,0.6 ,6.3 ,2010-01-13 09:51 ,-3.2 ,2010-01-13 07:30 ,-2.4 ,82 ,46 ,2010-01-13 22:31 ,1.2 ,60 ,6.1 ,50 ,2010-01-13 21:02 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.5 ,41.8 ,10.46 ,18.9 ,1.8 ,... ,... ,3.2 
14,767.1 ,3152.0 ,768.6 ,2010-01-14 09:48 ,765.9 ,2010-01-14 03:30 ,2.3 ,7.8 ,2010-01-14 12:43 ,-2.0 ,2010-01-14 03:13 ,-5.3 ,58 ,37 ,2010-01-14 10:32 ,1.2 ,40 ,6.8 ,90 ,2010-01-14 00:08 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.5 ,88.1 ,17.36 ,27.5 ,1.7 ,... ,... ,0.3 
15,767.7 ,3162.8 ,769.1 ,2010-01-15 10:11 ,766.6 ,2010-01-15 03:44 ,3.5 ,8.4 ,2010-01-15 11:09 ,0.0 ,2010-01-15 02:32 ,-0.6 ,75 ,59 ,2010-01-15 09:00 ,0.6 ,340 ,4.3 ,80 ,2010-01-15 21:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.0 ,83.4 ,16.76 ,20.3 ,0.8 ,... ,... ,0.2 
16,768.0 ,3167.9 ,769.3 ,2010-01-16 21:23 ,766.9 ,2010-01-16 04:26 ,4.1 ,9.7 ,2010-01-16 12:58 ,0.3 ,2010-01-16 02:45 ,-0.3 ,74 ,47 ,2010-01-16 07:06 ,0.8 ,340 ,4.2 ,20 ,2010-01-16 07:22 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,8.6 ,79.6 ,17.77 ,14.5 ,0.6 ,... ,... ,1.0 
17,768.8 ,3178.3 ,770.3 ,2010-01-17 10:01 ,767.7 ,2010-01-17 03:41 ,5.1 ,10.5 ,2010-01-17 12:52 ,1.5 ,2010-01-17 23:59 ,2.4 ,83 ,65 ,2010-01-17 01:40 ,0.6 ,330 ,3.7 ,330 ,2010-01-17 13:04 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.1 ,65.7 ,17.58 ,16.0 ,0.5 ,... ,... ,2.8 
