ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1012.8 ,1018.1 ,1014.3 ,2010-01-01 00:01 ,1011.3 ,2010-01-01 14:47 ,18.5 ,20.6 ,2010-01-01 10:55 ,16.6 ,2010-01-01 01:38 ,13.6 ,73 ,66 ,2010-01-01 11:58 ,8.7 ,360 ,17.3 ,10 ,2010-01-01 01:08 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,4.8 ,44.9 ,11.51 ,12.3 ,4.8 ,... ,... ,8.5 
02,1010.9 ,1016.2 ,1012.7 ,2010-01-02 00:01 ,1008.6 ,2010-01-02 15:13 ,20.0 ,23.0 ,2010-01-02 10:38 ,18.5 ,2010-01-02 05:28 ,15.7 ,76 ,69 ,2010-01-02 10:37 ,7.3 ,350 ,18.5 ,350 ,2010-01-02 23:18 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,2.9 ,27.1 ,8.40 ,16.3 ,-4.2 ,... ,... ,7.8 
03,1010.9 ,1016.2 ,1012.9 ,2010-01-03 09:15 ,1009.2 ,2010-01-03 03:53 ,19.0 ,20.4 ,2010-01-03 13:15 ,17.8 ,2010-01-03 06:04 ,14.2 ,74 ,68 ,2010-01-03 16:09 ,9.2 ,350 ,17.7 ,350 ,2010-01-03 01:38 ,0.5 ,0.4 ,0.5 ,2010-01-03 05:46 ,0.5 ,2010-01-03 05:40 ,0.5 ,4.7 ,5.78 ,18.8 ,4.0 ,... ,... ,9.5 
04,1010.4 ,1015.7 ,1012.2 ,2010-01-04 08:57 ,1008.5 ,2010-01-04 15:58 ,19.8 ,22.1 ,2010-01-04 12:12 ,18.2 ,2010-01-04 04:49 ,14.5 ,72 ,62 ,2010-01-04 13:59 ,5.5 ,350 ,11.1 ,350 ,2010-01-04 03:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.9 ,73.8 ,12.80 ,8.5 ,4.3 ,... ,... ,1.8 
05,1011.1 ,1016.4 ,1012.9 ,2010-01-05 09:07 ,1009.6 ,2010-01-05 13:42 ,19.2 ,20.4 ,2010-01-05 11:00 ,17.8 ,2010-01-05 20:10 ,14.5 ,74 ,67 ,2010-01-05 12:53 ,11.6 ,360 ,19.6 ,20 ,2010-01-05 08:27 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.5 ,32.7 ,10.29 ,6.5 ,4.2 ,... ,... ,7.3 
06,1012.7 ,1018.0 ,1014.2 ,2010-01-06 10:10 ,1010.8 ,2010-01-06 03:29 ,18.4 ,19.8 ,2010-01-06 09:15 ,17.7 ,2010-01-06 13:57 ,14.2 ,77 ,73 ,2010-01-06 09:23 ,12.6 ,360 ,21.3 ,350 ,2010-01-06 10:42 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.2 ,1.9 ,3.67 ,14.3 ,2.7 ,... ,... ,10.0 
07,1014.1 ,1019.5 ,1016.1 ,2010-01-07 08:56 ,1012.4 ,2010-01-07 14:31 ,18.2 ,19.2 ,2010-01-07 12:28 ,17.7 ,2010-01-07 17:02 ,13.6 ,75 ,70 ,2010-01-07 12:27 ,13.0 ,360 ,19.7 ,360 ,2010-01-07 02:56 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.9 ,8.4 ,6.64 ,12.0 ,-1.8 ,... ,... ,9.8 
08,1013.5 ,1018.9 ,1015.5 ,2010-01-08 09:31 ,1012.3 ,2010-01-08 03:27 ,16.9 ,18.2 ,2010-01-08 00:08 ,16.0 ,2010-01-08 03:32 ,13.3 ,79 ,71 ,2010-01-08 21:39 ,11.9 ,360 ,18.8 ,360 ,2010-01-08 16:23 ,0.5 ,5.3 ,0.5 ,2010-01-08 02:49 ,0.5 ,2010-01-08 01:59 ,0.0 ,0.0 ,2.62 ,11.0 ,3.9 ,... ,... ,10.0 
09,1013.5 ,1018.9 ,1015.1 ,2010-01-09 09:47 ,1012.1 ,2010-01-09 13:56 ,18.0 ,20.2 ,2010-01-09 11:49 ,17.0 ,2010-01-09 03:58 ,13.8 ,77 ,69 ,2010-01-09 10:57 ,9.6 ,350 ,15.2 ,340 ,2010-01-09 04:32 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,3.1 ,28.9 ,9.63 ,9.0 ,3.0 ,... ,... ,5.8 
10,1012.3 ,1017.7 ,1014.5 ,2010-01-10 08:39 ,1009.8 ,2010-01-10 15:25 ,19.2 ,22.5 ,2010-01-10 11:33 ,17.4 ,2010-01-10 05:44 ,14.8 ,76 ,61 ,2010-01-10 11:33 ,8.4 ,350 ,13.8 ,340 ,2010-01-10 17:11 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.1 ,84.6 ,15.08 ,9.0 ,3.7 ,... ,... ,2.0 
