ObsTime,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Temperature,T Max,T Max Time,T Min,T Min Time,Td dew point,RH,RHMin,RHMinTime,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpHour,PrecpMax10,PrecpMax10Time,PrecpMax60,PrecpMax60Time,SunShine,SunShineRate,GloblRad,VisbMean,EvapA,UVI Max,UVI Max Time,Cloud Amount
01,1023.9 ,1025.2 ,1027.1 ,2016-01-01 00:01 ,1021.4 ,2016-01-01 14:41 ,19.1 ,22.6 ,2016-01-01 13:57 ,16.4 ,2016-01-01 01:41 ,13.5 ,70 ,63 ,2016-01-01 13:56 ,3.0 ,60 ,11.7 ,60 ,2016-01-01 00:52 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.5 ,52.0 ,10.87 ,14.3 ,1.9 ,... ,... ,5.5 
02,1020.7 ,1022.0 ,1022.6 ,2016-01-02 09:03 ,1018.8 ,2016-01-02 15:37 ,18.7 ,20.1 ,2016-01-02 15:09 ,16.8 ,2016-01-02 00:36 ,14.8 ,78 ,73 ,2016-01-02 14:38 ,0.3 ,200 ,4.3 ,210 ,2016-01-02 00:38 ,T ,1.6 ,T ,2016-01-02 21:01 ,T ,2016-01-02 21:01 ,0.0 ,0.0 ,3.81 ,6.8 ,-1.0 ,... ,... ,9.8 
03,1018.8 ,1020.1 ,1021.1 ,2016-01-03 07:39 ,1016.3 ,2016-01-03 15:28 ,19.1 ,20.2 ,2016-01-03 15:43 ,18.1 ,2016-01-03 04:16 ,16.2 ,84 ,78 ,2016-01-03 17:38 ,0.5 ,70 ,4.0 ,80 ,2016-01-03 17:42 ,15.5 ,17.9 ,4.0 ,2016-01-03 07:41 ,4.5 ,2016-01-03 06:59 ,0.0 ,0.0 ,2.96 ,6.3 ,-0.3 ,... ,... ,10.0 
04,1017.0 ,1018.3 ,1019.1 ,2016-01-04 09:21 ,1015.8 ,2016-01-04 14:28 ,20.4 ,23.3 ,2016-01-04 11:46 ,18.7 ,2016-01-04 03:46 ,17.5 ,83 ,73 ,2016-01-04 13:06 ,0.3 ,240 ,3.9 ,300 ,2016-01-04 13:35 ,0.5 ,4.8 ,0.5 ,2016-01-04 02:40 ,0.5 ,2016-01-04 01:50 ,0.0 ,0.0 ,3.39 ,6.9 ,-0.4 ,... ,... ,9.4 
05,1015.8 ,1017.1 ,1017.7 ,2016-01-05 23:07 ,1014.0 ,2016-01-05 13:18 ,20.7 ,24.0 ,2016-01-05 12:12 ,19.1 ,2016-01-05 02:56 ,17.2 ,81 ,72 ,2016-01-05 20:47 ,0.8 ,50 ,4.9 ,290 ,2016-01-05 13:36 ,0.5 ,3.0 ,0.5 ,2016-01-05 08:37 ,0.5 ,2016-01-05 07:47 ,0.0 ,0.0 ,3.82 ,9.8 ,-3.4 ,... ,... ,8.8 
06,1018.0 ,1019.3 ,1021.8 ,2016-01-06 22:22 ,1014.0 ,2016-01-06 04:00 ,18.5 ,20.2 ,2016-01-06 06:01 ,17.2 ,2016-01-06 22:36 ,14.9 ,80 ,75 ,2016-01-06 06:51 ,1.6 ,60 ,9.4 ,20 ,2016-01-06 07:13 ,34.0 ,8.3 ,7.0 ,2016-01-06 07:01 ,16.0 ,2016-01-06 06:58 ,0.0 ,0.0 ,2.28 ,11.8 ,-1.2 ,... ,... ,8.5 
07,1020.6 ,1021.9 ,1022.8 ,2016-01-07 09:38 ,1018.7 ,2016-01-07 14:04 ,18.0 ,19.6 ,2016-01-07 12:19 ,17.1 ,2016-01-07 21:58 ,12.8 ,72 ,64 ,2016-01-07 13:19 ,2.7 ,70 ,8.4 ,30 ,2016-01-07 15:13 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.0 ,0.0 ,2.56 ,13.4 ,-1.1 ,... ,... ,10.0 
08,1019.8 ,1021.1 ,1021.5 ,2016-01-08 09:17 ,1017.8 ,2016-01-08 03:40 ,16.9 ,18.0 ,2016-01-08 11:21 ,15.6 ,2016-01-08 07:16 ,12.1 ,73 ,64 ,2016-01-08 15:25 ,1.5 ,70 ,8.0 ,80 ,2016-01-08 23:50 ,6.0 ,6.6 ,4.0 ,2016-01-08 04:35 ,4.5 ,2016-01-08 03:45 ,0.0 ,0.0 ,1.43 ,9.3 ,-1.7 ,... ,... ,10.0 
09,1020.3 ,1021.6 ,1022.6 ,2016-01-09 09:22 ,1018.0 ,2016-01-09 13:48 ,17.2 ,20.3 ,2016-01-09 13:07 ,14.6 ,2016-01-09 07:17 ,11.4 ,69 ,59 ,2016-01-09 13:07 ,2.9 ,70 ,11.6 ,70 ,2016-01-09 12:40 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,5.5 ,51.7 ,12.02 ,12.0 ,1.5 ,... ,... ,5.9 
10,1016.9 ,1018.2 ,1020.0 ,2016-01-10 09:07 ,1014.0 ,2016-01-10 14:26 ,18.5 ,23.1 ,2016-01-10 13:36 ,14.2 ,2016-01-10 03:03 ,14.1 ,76 ,65 ,2016-01-10 13:36 ,0.9 ,80 ,6.3 ,90 ,2016-01-10 16:19 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,0.4 ,3.8 ,6.68 ,12.1 ,-0.7 ,... ,... ,8.1 
